id,name,interaction,smile,target,enzyme,carrier,transporter
DB02503,,,(2E)-3-[4-(dihydroxyboranyl)phenyl]prop-2-enoic acid,|,,,
DB02504,,,(3-{[1-benzyl-3-(carbamoylmethyl)-2-methyl-1H-indol-5-yl]oxy}propyl)phosphonic acid,,,,
DB02505,,,"methyl 2-{4'-[(N-{1-[(1H-imidazol-2-yl)methyl]piperidin-4-yl}-1-(4-pentylphenyl)formamido)methyl]-[1,1'-biphenyl]-4-yl}acetate",,,,
DB02506,,,"(2S,3S,6R,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldecanoic acid",||||,,,
DB02507,,,4-hydroxy-3-[(1S)-3-oxo-1-phenylbutyl]-2H-chromen-2-one,,||||,,
DB02508,,,{[hydroxy(3-methylbutoxy)phosphoryl]oxy}phosphonic acid,|||,,,
DB02509,,,"(2Z,6Z)-3,7,11-trimethyldodeca-2,6,10-trien-1-ol",|,,,
DB02510,,,"[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}sulfonyl)amino][(2S)-pyrrolidin-2-yl]methanone",,,,
DB02511,,,"(2S)-2-amino-3-(2,4-dihydroxy-5-{[(2E)-1-(naphthalen-2-yloxy)-4-oxobut-2-en-2-yl]amino}phenyl)propanoic acid",,,,
DB02512,,,"{[(3S,4S,5R)-3,4,5-trihydroxy-2-oxo-6-(phosphonooxy)hexyl]oxy}phosphonic acid",|,,,
DB02513,,,5-methyl-2-(propan-2-yl)phenol,,,,
DB02514,,,(2Z)-2-phenyl-3-(phosphooxy)prop-2-enoate,,,,
DB02515,,,"[(2R)-2,3-dihydroxypropoxy]phosphonic acid",|||,,,
DB02516,,,"[(2R)-4-[(2-{3-[(2R)-4-[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)oxolan-2-yl]methoxy}(hydroxy)phosphoryl phosphonato)oxy]-2-hydroxy-3,3-dimethylbutanamido]propanamido}ethyl)sulfanyl]-2-hydroxy-4-oxobutyl]trimethylazanium",,,,
DB02517,,,(2R)-2-aminopentanedioic acid,,,,
DB02518,,,(2S)-2-acetamidopropanoic acid,,,,
DB02519,,,"(Z)-2',3-dioxo-1',2'-dihydro-1H,3H-[2,3'-biindolylidene]-5'-sulfonic acid",|,,,
DB02520,,,diethyl[sulfanyl(carbonothioyl)]amine,,||,,
DB02521,,,"2,5,7-trihydroxy-1,4-dihydronaphthalene-1,4-dione",|,,,
DB02522,,,2-oxo-3-phosphonopropanoic acid,,,,
DB02524,,,"[(3'aR,4'R,6'R,6'aR)-4'-(6-amino-9H-purin-9-yl)-6'-({[hydroxy({[hydroxy(phosphonooxy)phosphoryl]oxy})phosphoryl]oxy}methyl)-2,6-dinitro-3'a,4',6',6'a-tetrahydrospiro[cyclohexane-1,2'-furo[3,4-d][1,3]dioxole]-2,5-dien-4-ylidene]azinic acid",,,,
DB02526,,,"2-{5-[amino(iminiumyl)methyl]-1H-1,3-benzodiazol-2-yl}-6-(cyclopentyloxy)benzen-1-olate",|,,,
DB02527,,,"(4aR,6R,7R,7aS)-6-(6-amino-9H-purin-9-yl)-2,7-dihydroxy-hexahydro-2lambda5-furo[3,2-d][1,3,2]dioxaphosphinin-2-one",|||||,,,|||||
DB02528,,,"(2S)-2-amino-3-[1-(2H-1,2,3,4-tetrazol-5-yl)-1H-imidazol-4-yl]propanal",,,,
DB02529,,,"(2R,4S,5R,6R)-4-amino-6-(diethylcarbamoyl)-5-acetamidooxane-2-carboxylic acid",,,,
DB02530,,,4-aminobutanoic acid,|||||||||||,,,
DB02531,,,2-methylpropanoic acid,|,,,
DB02532,,,"quinazoline-2,4,6-triamine",|,,,
DB02534,,,2-(prop-2-en-1-yl)phenol,,,,
DB02535,,,N-{2-[2-(2-aminoethoxy)ethoxy]ethyl}-4-sulfamoylbenzamide,,,,
DB02537,,,"(2S)-2-amino-3-(2,4-dihydroxy-5-{[(2E)-1-(4-methylphenoxy)-4-oxobut-2-en-2-yl]amino}phenyl)propanoic acid",,,,
DB02538,,,"N-(4-{2-methylimidazo[1,2-a]pyridin-3-yl}pyrimidin-2-yl)acetamide",,,,
DB02540,,,"(2S)-2-({4-[(1S)-2-(2-amino-4-oxo-1,4-dihydroquinazolin-6-yl)-1-carboxyethyl]phenyl}formamido)pentanedioic acid",|,,,
DB02541,,,4-hydroxybutan-1-aminium,,,,
DB02542,,,"(2S,4S)-2-amino-5-fluoro-4-methylpentanoic acid",,,,
DB02543,,,1H-pyrrole-2-carboxylic acid,,,,
DB02544,,,"(6-{[3-(4-bromophenyl)-1,2-benzothiazol-6-yl]oxy}hexyl)(methyl)(prop-2-en-1-yl)amine",,,,
DB02545,,,"methyl (2E)-3-[3-(N-{[4'-(dimethylamino)-[1,1'-biphenyl]-4-yl]methyl}cyclohexaneamido)phenyl]prop-2-enoate",,,,
DB02546,,,N-hydroxy-N'-phenyloctanediamide,||||||,,,
DB02547,,,"{[(2R,3S,4R,5R)-5-(2-amino-6-oxo-6,9-dihydro-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}({[hydroxy({[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy})phosphoryl]oxy})phosphinic acid",,,,
DB02548,,,"{[(2R,3R,4R,5S)-2,3,4,5,6-pentahydroxyhexyl]oxy}phosphonic acid",,,,
DB02549,,,"[({[(2R,3S,5R)-3-(acetyloxy)-5-(5-methyl-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)oxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]phosphonic acid",,,,
DB02550,,,"8-[(2-chloro-3,4,5-trimethoxyphenyl)methyl]-2-fluoro-9-(pent-4-yn-1-yl)-9H-purin-6-amine",,,,
DB02551,,,"6-carbamimidoyl-N-[(4R)-4-ethyl-1,2,3,4-tetrahydroisoquinolin-6-yl]naphthalene-2-carboxamide",,,,
DB02552,,,"[({[(2E)-3,7-dimethylocta-2,6-dien-1-yl]oxy}(hydroxy)phosphoryl)oxy]phosphonic acid",|||||||,,,
DB02553,,,(2R)-2-amino-4-{[(1R)-2-{[(2R)-2-[(4R)-4-amino-4-carboxybutanamido]-2-{[({3-[(4-aminobutyl)amino]propyl}carbamoyl)methyl]carbamoyl}ethyl]disulfanyl}-1-{[({3-[(4-aminobutyl)amino]propyl}carbamoyl)methyl]carbamoyl}ethyl]carbamoyl}butanoic acid,,,,
DB02555,,,"(2R)-2-[(diaminomethylidene)amino]-N-{2-[4-(3-{2,3-dichloro-4-[(4-acetamidophenyl)methoxy]phenyl}-1-methyl-1H-pyrazol-5-yl)piperidin-1-yl]-2-oxoethyl}-4-methylpentanamide",,,,
DB02556,,,(2R)-2-amino-3-phenylpropanoic acid,|,,,|
DB02557,,,"(2S)-2-[(2S)-2-{[hydroxy({[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy})phosphoryl]amino}-4-methylpentanamido]-3-(1H-indol-3-yl)propanoic acid",|,,,
DB02558,,,(2S)-2-[(2S)-3-phenyl-2-[(2R)-3-phenyl-2-sulfanylpropanamido]propanamido]propanoic acid,,,,
DB02559,,,"(2R,4R,4aR,6S,8aS)-6-{[(3aR,7aS)-octahydro-1H-indol-1-yl]methyl}-decahydroquinazoline-2,4-diamine",|,,,
DB02560,,,[(2S)-2-amino-2-carboxyethoxy][(1S)-2-(4-chlorophenyl)-1-acetamidoethyl]dihydroxyboranuide,,,,
DB02561,,,"(2S,3S,4R,5S)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",,,,
DB02562,,,"(6R)-2-amino-6-[(1R,2S)-1,2-dihydroxypropyl]-1,4,6,7-tetrahydropteridin-4-one",,,,
DB02563,,,"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-2-({[({[(3R)-3-[(2-{[2-(hexanoylsulfanyl)ethyl]carbamoyl}ethyl)carbamoyl]-3-hydroxy-2,2-dimethylpropoxy](hydroxy)phosphoryl}oxy)(hydroxy)phosphoryl]oxy}methyl)-4-hydroxyoxolan-3-yl]oxy}phosphonic acid",,,,
DB02565,,,7-{[4-(dimethylamino)phenyl]formamido}-N-hydroxyheptanamide,,,,
DB02566,,,"(8S)-8-hydroxy-4-[(1S)-1-hydroxyethyl]-7,8-dihydroquinoline-2-carboxylic acid",|,,,
DB02567,,,"6-(2,6-dichlorophenyl)-8-methyl-2-{[3-(methylsulfanyl)phenyl]amino}-7H,8H-pyrido[2,3-d]pyrimidin-7-one",|||||,,,
DB02568,,,"2-amino-7-[(pyridin-3-yl)methyl]-1H,4H,5H-pyrrolo[3,2-d]pyrimidin-4-one",,,,
DB02569,,,"{[hydroxy({[(2S,5R)-5-(5-methyl-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-2,5-dihydrofuran-2-yl]methoxy})phosphoryl]oxy}phosphonic acid",,,,
DB02570,,,(2S)-3-(4-iodophenyl)-2-sulfanylpropanoic acid,,,,
DB02571,,,(2S)-2-amino-6-oxohexanoic acid,,,,
DB02572,,,"(Z)-N-[3-(4-{3-[(2-{14-[(E)-[(2-amino-3-{[(E)-{3-[2-(2-{3-[(2-{[3-(4-{3-[(Z)-[hydroxy(3-nitro-5-{[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)methylidene]amino]propyl}piperazin-1-yl)propyl]amino}-3,4-dioxocyclobut-1-en-1-yl)amino]propoxy}ethoxy)ethoxy]propyl}-C-hydroxycarbonimidoyl]oxy}propoxy)(hydroxy)methylidene]amino]-5,8,11-trioxa-1-azatetradecan-1-yl}-3,4-dioxocyclobut-1-en-1-yl)amino]propyl}piperazin-1-yl)propyl]-3-nitro-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}benzene-1-carboximidic acid",,,,
DB02573,,,"{[(2R,3S,5R)-5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-2-(hydroxymethyl)oxolan-3-yl]oxy}({[(2R,3S,5R)-5-(6-amino-9H-purin-9-yl)-3-hydroxyoxolan-2-yl]methoxy})phosphinic acid",,,,
DB02574,,,,,,,
DB02576,,,(2S)-2-hydroxypropan-1-aminium,,,,
DB02578,,,(2S)-2-(2-aminoacetamido)-6-{[(1R)-1-{[(1R)-1-carboxyethyl]carbamoyl}ethyl]carbamoyl}hexanoic acid,,,,
DB02579,,,prop-2-enoic acid,,,,
DB02580,,,"2,5,8,11,14,17-hexaoxaoctadecane",||||||||||,,,
DB02581,,,"5-({4-[5-(1-{2-[(2R)-2-carbamimidamido-4-methylpentanamido]acetyl}piperidin-4-yl)-1-methyl-1H-pyrazol-3-yl]-2,3-dichlorophenoxy}methyl)furan-2-carboxylic acid",,,,
DB02583,,,"N6-[(2,5-dimethoxyphenyl)methyl]-N6-methylpyrido[2,3-d]pyrimidine-2,4,6-triamine",,,,
DB02585,,,4-(hydroxymethyl)benzene-1-carboximidamide,,,,
DB02586,,,"4,7-dimethyl-1,10-phenanthroline",,,,
DB02587,,,"(3R,4aR,5S,6S,6aS,10S,10aR,10bS)-3-ethenyl-6,10,10b-trihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-dodecahydro-1H-naphtho[2,1-b]pyran-5-yl acetate",|||||||||,,,
DB02588,,,"(2R)-2-{1-[(2S)-2-carboxy-2-(4-hydroxyphenyl)acetamido]-1-methoxy-2-oxoethyl}-5-methylidene-5,6-dihydro-2H-1,3-oxazine-4-carboxylic acid",,,,
DB02589,,,(ethylselanyl)methanimidamide,,,,
DB02590,,,"(2S,3R,5R,6R)-6-methyloxane-2,3,5-triol",,,,
DB02591,,,"5,6-dimethyl-1H-1,3-benzodiazole",,,,
DB02592,,,"(1S,3R,4R,5S)-1,3,4-trihydroxy-5-(phosphonomethyl)cyclohexane-1-carboxylic acid",,,,
DB02593,,,"(1R,3S)-7,8-dihydroxy-1-methoxy-3-methyl-10-oxo-1H,3H,4H,10H-pyrano[4,3-b]chromene-9-carboxylic acid",,,,
DB02594,,,"4-amino-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2-dihydropyrimidin-2-one",|||,,,
DB02595,,,"(2R,3S,5S)-3-{[(2R,3R,4R,5S,6R)-3-acetamido-4-hydroxy-6-(hydroxymethyl)-5-(sulfooxy)oxan-2-yl]oxy}-2-(hydroxymethyl)-5-[(2-sulfoethyl)carbamoyl]pyrrolidin-1-ium",|,,,
DB02596,,,"({[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)methyl](hydroxy)phosphoryl}oxy)phosphonic acid",|||||||,,,
DB02597,,,(2S)-2-[(2S)-3-phenyl-2-[(2S)-2-sulfanylheptanamido]propanamido]propanoic acid,|||,,,
DB02598,,,"2-[(2S)-2-acetamido-3-(4-hydroxy-3,5-diiodophenyl)propanamido]acetic acid",,,,
DB02599,,,"2,6-diamino-8-[(propylsulfanyl)methyl]-3,4-dihydroquinazolin-4-one",,,,
DB02600,,,"(3R,4R,5S)-5-amino-4-acetamido-3-(pentan-3-yloxy)cyclohex-1-ene-1-carboxylic acid",,,,
DB02602,,,"2-(3-methoxyphenyl)-1,1-dioxo-2H,3H,4H-1lambda6-thieno[3,2-e][1,2]thiazine-6-sulfonamide",,,,
DB02603,,,"4-(cyclohexylmethoxy)-1H-imidazo[4,5-c]pyridin-6-amine",,,,
DB02604,,,"{[(2R,3S,4R,6R)-3,4,6-trihydroxyoxan-2-yl]methoxy}phosphonic acid",,,,
DB02606,,,(2R)-butan-2-ol,,,,
DB02607,,,"(2-{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}-2-oxoethyl)phosphonic acid",,,,
DB02608,,,"N-[(1R,2R)-1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide",,,,
DB02609,,,"(2S,3S)-2-amino-3-hydroxy-4-(phosphonooxy)butanoic acid",,,,
DB02610,,,"N-[(2,3,4,5,6-pentafluorophenyl)methyl]-4-sulfamoylbenzamide",,,,
DB02611,,,"(3R,4R)-3-(4-hydroxybenzamido)azepan-4-yl 4-hydroxybenzoate",,,,
DB02613,,,"N,N-dimethyldecanamine oxide",||||,,,
DB02614,,,3-[(2R)-2-(dihydroxyboranyl)-2-acetamidoethyl]benzoic acid,|,,,
DB02615,,,"(2S,3R)-3-(4-hydroxyphenyl)-2-{4-[(2R)-2-(pyrrolidin-1-yl)propoxy]phenyl}-2,3-dihydro-1,4-benzoxathiin-6-ol",|,,,
DB02616,,,"N''-[4-(5-{[(1H-1,3-benzodiazol-2-yl)amino]methyl}thiophen-2-yl)-1,3-thiazol-2-yl]guanidine",,,,
DB02617,,,"(2R)-2-(2,4-dichlorophenyl)-1-(1H-imidazol-1-yl)octan-2-ol",,,,
DB02620,,,3-{[4-({2-[(2-acetamidoethyl)disulfanyl]ethyl}carbamoyl)cyclohexyl]carbamoyl}pyrazine-2-carboxylic acid,,,,
DB02621,,,"(4R)-4-[(1R,4Z,8E,10Z,12S,15R,17R)-17-hydroxy-5,12-dimethyl-3-oxo-2,16-dioxabicyclo[13.3.1]nonadeca-4,8,10-trien-17-yl]-1,3-thiazolidin-2-one",||,,,
DB02622,,,2-(carboxyformamido)benzoic acid,,,,
DB02623,,,"{[amino(hydroxy)phosphoryl]oxy}({[(2R,3S,4R,5R)-5-(2-amino-6-oxo-6,9-dihydro-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy})phosphinic acid",,,,
DB02624,,,(3R)-3-aminooxolan-2-one,,,,
DB02625,,,(2R)-2-[(N-hydroxyformamido)methyl]hexanoic acid,,,,
DB02626,,,"N-{3-[(2S,5S,11R,17S)-11-benzyl-5,17-bis[3-(N-hydroxyacetamido)propyl]-3,6,9,12,15,18-hexaoxo-1,4,7,10,13,16-hexaazacyclooctadecan-2-yl]propyl}-N-hydroxyacetamide iron",,,,
DB02627,,,"[4'-(dihydroxyboranyl)-[1,1'-biphenyl]-4-yl]boronic acid",|,,,
DB02628,,,"(2S)-1-[(2S)-3,3-dimethyl-2-[(2S)-2-(methylamino)propanamido]butanoyl]-N-[(1R)-1,2,3,4-tetrahydronaphthalen-1-yl]pyrrolidine-2-carboxamide",,,,
DB02629,,,"(2R,3R,4R,5R)-2,5-bis[(2-fluorophenyl)methoxy]-3,4-dihydroxy-N,N'-bis[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]hexanediamide",,,,
DB02630,,,"{[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]oxy}phosphonic acid",,,,
DB02632,,,"(2R,3R,4S,5R,6S)-2-(hydroxymethyl)-6-(4-nitrophenoxy)oxane-3,4,5-triol",|,,,
DB02633,,,"1-amino-4-{[4-({4-chloro-6-[(2-sulfophenyl)amino]-1,3,5-triazin-2-yl}amino)-3-sulfophenyl]amino}-9,10-dioxo-9,10-dihydroanthracene-2-sulfonic acid",||,,,
DB02635,,,"(2R,3S)-2-[({3-hydroxy-2-methyl-5-[(phosphonooxy)methyl]pyridin-4-yl}methyl)amino]-3-methylpentanoic acid",,,,
DB02636,,,"9-hydroxy-8-methoxy-6-nitro-2H-phenanthro[3,4-d][1,3]dioxole-5-carboxylic acid",,,,
DB02637,,,3-carboxy-3-oxopropanoate,||||,,,
DB02638,,,,||,,,
DB02640,,,"(2E,4E,6E,8E)-10-{[(3R,4S,5S,6R)-5-methoxy-4-[(2R,3R)-2-methyl-3-(3-methylbut-2-en-1-yl)oxiran-2-yl]-1-oxaspiro[2.5]octan-6-yl]oxy}-10-oxodeca-2,4,6,8-tetraenoic acid",,,,
DB02641,,,heptanamide,,,,
DB02642,,,({[(benzyloxy)carbonyl]amino}methyl)phosphonic acid,||,,,
DB02643,,,dodecyldimethyl(3-sulfopropyl)azanium,||,,,
DB02644,,,(E)-[amino({[(4S)-4-amino-4-carboxybutyl]amino})methylidene](propyl)azanium,|,,,
DB02645,,,"(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-{2-[(2S)-oxiran-2-yl]ethoxy}oxane-3,4,5-triol",,,,
DB02646,,,nitrosoethane,,,,
DB02647,,,N-(3-cyclopropyl-1H-pyrazol-5-yl)benzamide,,,,
DB02648,,,[(2R)-3-carboxy-2-hydroxypropyl]trimethylazanium,|,,,
DB02649,,,2-carbamoylacetic acid,,,,
DB02651,,,"({4-[2-(1H-1,2,3-benzotriazol-1-yl)-3-{4-[difluoro(phosphono)methyl]phenyl}-2-(3,4-difluorophenyl)propyl]phenyl}difluoromethyl)phosphonic acid",,,,
DB02652,,,(2S)-2-[(hydroxycarbamoyl)amino]-3-phenylpropanoic acid,,,,
DB02655,,,(2R)-2-aminobutanedioic acid,||||,,,
DB02656,,,2-(morpholin-4-yl)-8-phenyl-4H-chromen-4-one,|,,,
DB02657,,,"{[(2R,3S,4R,5R,6S)-5-amino-3,4,6-trihydroxyoxan-2-yl]methoxy}phosphonic acid",|,,,
DB02658,,,"(2R,3S,4S,5R,6S)-6-(2,4-dinitrophenoxy)-5-fluoro-2-(hydroxymethyl)oxane-3,4-diol",,,,
DB02659,,,"(4R)-4-[(1R,3aS,3bR,4R,5aS,7R,9aS,9bS,11S,11aR)-4,7,11-trihydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl]pentanoic acid",|||||||||||||||||||||,,,||||||||||||
DB02660,,,(E)-{1-[3-(cyclopentyloxy)-4-methoxyphenyl]ethylidene}amino carbamate,,,,
DB02661,,,"[({[(3aR,4S,6R,6aS)-6-(6-amino-9H-purin-9-yl)-2,2-dioxo-tetrahydrofuro[3,4-d]1,3-dioxa-2-vanadacyclopentan-4-yl]methoxy}(hydroxy)phosphoryl)oxy]phosphonic acid",,,,
DB02662,,,2-(carboxyformamido)-5-iodobenzoic acid,,,,
DB02663,,,(2R)-2-amino-4-[hydroxy(methyl)phosphoryl]butanoic acid,,,,
DB02664,,,butylboronic acid,,,,
DB02665,,,"(1R,2S)-2-phenylcyclopropan-1-aminium",,,,
DB02666,,,"(2R)-5-[(5S,7R,8S,9R)-8,9-dihydroxy-2,4-dioxo-7-[(phosphonooxy)methyl]-6-oxa-1,3-diazaspiro[4.4]nonan-3-yl]-2-[N-hydroxy-N-(hydroxymethyl)amino]pentanoic acid",|,,,
DB02667,,,"(1S,3R,4S,5S,9S,10S,15S,19R,20R)-5,10,15-tris(2-carbamoylethyl)-4,9,20-tris(carbamoylmethyl)-19-(2-{[(2R)-2-{[(2R,3S,4R,5S)-4-hydroxy-2-(hydroxymethyl)-5-(5-methoxy-1H-1,3-benzodiazol-1-yl)oxolan-3-yl hydrogen phosphonato]oxy}propyl]carbamoyl}ethyl)-3,4,7,9,14,14,17,19-octamethyl-2lambda5,22lambda5,23lambda5,24lambda5-tetraaza-1-cobaltaoctacyclo[11.9.1.1^{1,8}.0^{2,6}.0^{3,21}.0^{16,23}.0^{18,22}.0^{11,24}]tetracosa-2(6),7,11(24),12,16(23),17,21-heptaene-2,22,23,24-tetrakis(ylium)",,,,
DB02668,,,"(4R)-3-[(2S,3S)-2-hydroxy-3-[(3-hydroxy-2-methylphenyl)formamido]-4-phenylbutanoyl]-5,5-dimethyl-N-[(2-methylphenyl)methyl]-1,3-thiazolidine-4-carboxamide",|,,,
DB02669,,,"(2S,5R)-5-phenyl-1-{2-[(2S)-3-phenyl-2-sulfanylpropanamido]acetyl}pyrrolidine-2-carboxylic acid",||,,,
DB02670,,,"(2S,3R,4S,6S)-6-(hydroxymethyl)oxane-2,3,4-triol",|,,,
DB02671,,,1-methyl-1H-imidazol-3-ium,|,,,
DB02673,,,"(1S,12S,14R)-4-[8-(1,3-dioxo-2,3-dihydro-1H-isoindol-2-yl)octyl]-14-hydroxy-9-methoxy-11-oxa-4-azatetracyclo[8.6.1.0^{1,12}.0^{6,17}]heptadeca-4,6,8,10(17),15-pentaen-4-ium",,,,
DB02674,,,"4-[(3aS,4S,6aR)-2-oxo-hexahydro-1H-thieno[3,4-d]imidazol-4-yl]butanoic acid",,,,
DB02676,,,"2-[(3-{[1,3-dihydroxy-2-(hydroxymethyl)propan-2-yl]amino}propyl)amino]-2-(hydroxymethyl)propane-1,3-diol",,,,
DB02677,,,[(2S)-2-amino-2-carboxyethoxy][(1S)-1-acetamido-2-(naphthalen-1-yl)ethyl]dihydroxyboranuide,,,,
DB02678,,,"(2R,3R,4R,5R,6R)-3-amino-6-(hydroxymethyl)oxane-2,4,5-triol",,,,
DB02679,,,aminoformonitrile,|,,,
DB02680,,,"1,3-dinitrobenzene",,,,
DB02681,,,"2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium",|,,,
DB02683,,,"(2R,3R,4R,5R)-3,4-dihydroxy-N,N'-bis[(1S)-2-methyl-1-(methyl-C-hydroxycarbonimidoyl)propyl]-2,5-bis({[4-(pyridin-3-yl)phenyl]methoxy})hexanediimidic acid",,,,
DB02684,,,"(2R)-2-amino-1-[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}sulfonyl)amino]-3-sulfanylpropan-1-one",,,,
DB02685,,,(2S)-2-amino-3-(3-methylphenyl)propanoic acid,,,,
DB02686,,,"(2R,3R,4S,5S,6R)-2-{[(2R,3S,4R,5R,6R)-4,5-dihydroxy-2-(hydroxymethyl)-6-(undecyloxy)oxan-3-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol",,,,
DB02688,,,2-aminoprop-2-enoic acid,,,,
DB02689,,,(2R)-2-amino-3-[(2-sulfamoylethyl)sulfanyl]propanoic acid,,,,
DB02690,,,"8-hydroxy-2-methyl-3,4-dihydroquinazolin-4-one",,,,
DB02691,,,"2-[(4R)-4-[(1S,2S,5R,7S,9R,10R,11S,14R,15R,16S)-5,9,16-trihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanamido]acetate",,,,||
DB02693,,,"(4S,5S)-1,2-dithiane-4,5-diol",,,,
DB02694,,,"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}({[(2R)-2,4-dihydroxy-3,3-dimethylbutanoyl]oxy})phosphinic acid",,,,
DB02695,,,"(2R,3S,4S,5S,6S)-2-(hydroxymethyl)-6-(pentyloxy)oxane-3,4,5-triol",,,,
DB02696,,,"[(6-aminohexyl)oxy][({[(2R,3S,4R,5R)-5-(2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]phosphinic acid",,,,
DB02697,,,(2R)-2-amino-N-hydroxy-3-methylbutanamide,|,,,
DB02698,,,"10-[3-(trifluoromethyl)phenyl]-10H-phenoxazine-4,6-dicarboxylic acid",,,,
DB02699,,,"3-[(1E,3E,5E,7E)-9-hydroxy-3,7-dimethylnona-1,3,5,7-tetraen-1-yl]-2,4,4-trimethylcyclohex-2-en-1-one",,,,
DB02700,,,"(2S,3R,5S,6R)-3-amino-6-(hydroxymethyl)oxane-2,5-diol",,,,
DB02701,,,pyridine-3-carboxamide,||||,||,,
DB02702,,,"3-{[(4R,5S,6S,7R)-4,7-dibenzyl-5,6-dihydroxy-2-oxo-3-({3-[(1,3-thiazol-2-yl)carbamoyl]phenyl}methyl)-1,3-diazepan-1-yl]methyl}-N-(1,3-thiazol-2-yl)benzamide",,,,
DB02703,,,"2-[(1Z,2S,3aS,3bS,5aS,6S,7R,9aS,9bS,10R,11aR)-2-(acetyloxy)-7,10-dihydroxy-3a,3b,6,9a-tetramethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-ylidene]-6-methylhept-5-enoic acid",||,||,,|||
DB02704,,,"(2R,3R,4R,5R)-3,4-dihydroxy-N,N'-bis[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]-2,5-bis(2-phenylethyl)hexanediamide",,,,
DB02705,,,"6-carbamimidoyl-N-[(1S)-1-(propan-2-yl)-1,2,3,4-tetrahydroisoquinolin-7-yl]naphthalene-2-carboxamide",,,,
DB02706,,,"2-{[(2S)-4-phenyl-2-(sulfanylmethyl)butanoyl]imino}-2-{5-[(1H-1,2,3,4-tetrazol-1-yl)methyl]thiophen-2-yl}acetic acid",,,,
DB02709,,,"5-[(E)-2-(4-hydroxyphenyl)ethenyl]benzene-1,3-diol",|||||||||||||||||||||||||,|||||||,|,
DB02710,,,"(2S)-2-[(2,3-dihydroxyphenyl)formamido]-3-hydroxypropanoic acid",,,,
DB02711,,,"(4-{2,6,8-trioxo-9-[(2S,3R,4R)-2,3,4,5-tetrahydroxypentyl]-2,3,6,7,8,9-hexahydro-1H-purin-7-yl}butoxy)phosphonic acid",,,,
DB02712,,,"(4S)-6-fluoro-2,3-dihydrospiro[1-benzopyran-4,4'-imidazolidine]-2',5'-dione",,,,
DB02713,,,2-acetamidoacetic acid,,,,
DB02714,,,"{[(2R,3S,4R,5R)-4-hydroxy-5-(4-hydroxy-2-oxo-1,2-dihydropyrimidin-1-yl)-2-(hydroxymethyl)oxolan-3-yl]oxy}phosphonic acid",,,,
DB02715,,,"(2S,3R)-3-(4-hydroxyphenyl)-2-{4-[(2S)-2-(pyrrolidin-1-yl)propoxy]phenyl}-2,3-dihydro-1,4-benzoxathiin-6-ol",,,,
